Tabela_Final_País,Tabela_Final_Código,Tabela_Final_Ano,Tabela_Final_Energia_Hídrica_,Tabela_Final_Energia_Éolica_,Tabela_Final_Energia_Solar_,Tabela_Final_Energia_Renovável_,Tabela_Final_Renewables_bins_
Germany,DEU,2008,3.23,6.54,0.70,7.82,0.00
Germany,DEU,2009,3.23,6.69,1.12,8.45,0.00
Germany,DEU,2010,3.35,6.17,1.88,8.79,0.00
Germany,DEU,2011,2.92,8.24,3.24,10.57,0.00
Germany,DEU,2012,3.51,8.33,4.25,11.90,0.00
Germany,DEU,2013,3.64,8.36,4.91,12.06,0.00
Germany,DEU,2014,3.16,9.44,5.82,13.28,0.00
Germany,DEU,2015,2.96,12.59,6.05,14.82,14.48
Germany,DEU,2016,3.20,12.43,5.93,14.61,14.48
Germany,DEU,2017,3.12,16.36,6.10,16.20,14.48
Germany,DEU,2018,2.80,17.38,6.87,17.09,14.48
Germany,DEU,2019,3.29,21.00,7.40,18.77,14.48
Germany,DEU,2020,3.30,23.29,8.73,21.12,14.48
Germany,DEU,2021,3.38,19.69,8.47,19.45,14.48
Greece,GRC,1985,10.11,0.00,0.00,3.75,0.00
Greece,GRC,1986,11.46,0.00,0.00,4.32,0.00
Greece,GRC,1987,9.18,0.00,0.00,3.40,0.00
Greece,GRC,1988,7.09,0.00,0.00,2.74,0.00
Greece,GRC,1989,5.51,0.00,0.00,2.03,0.00
Greece,GRC,1990,5.09,0.00,0.00,1.82,0.00
Greece,GRC,1991,8.67,0.00,0.00,3.15,0.00
Greece,GRC,1992,5.91,0.03,0.00,2.21,0.00
Greece,GRC,1993,5.98,0.13,0.00,2.29,0.00
Greece,GRC,1994,6.44,0.10,0.00,2.55,0.00
Greece,GRC,1995,8.55,0.07,0.00,3.33,0.00
Greece,GRC,1996,10.25,0.09,0.00,3.99,0.00
Greece,GRC,1997,8.96,0.09,0.00,3.47,0.00
Greece,GRC,1998,8.05,0.15,0.00,3.16,0.00
Greece,GRC,1999,9.29,0.32,0.00,3.96,0.00
Greece,GRC,2000,6.91,0.84,0.00,3.28,0.00
Greece,GRC,2001,3.96,1.43,0.00,2.30,0.00
Greece,GRC,2002,5.19,1.20,0.00,2.78,0.00
Greece,GRC,2003,8.24,1.76,0.00,4.30,0.00
Greece,GRC,2004,7.94,1.90,0.00,4.29,0.00
Greece,GRC,2005,8.45,2.14,0.00,4.60,0.00
Greece,GRC,2006,9.74,2.83,0.00,5.32,0.00
Greece,GRC,2007,4.13,2.90,0.00,3.11,0.00
Greece,GRC,2008,5.26,3.56,0.02,3.99,0.00
Greece,GRC,2009,8.76,4.16,0.08,5.84,0.00
Greece,GRC,2010,13.02,4.72,0.28,7.82,0.00
Greece,GRC,2011,6.77,5.61,1.03,6.16,0.00
Greece,GRC,2012,7.23,6.34,2.78,8.10,0.00
Greece,GRC,2013,11.12,7.25,6.39,12.10,0.00
Greece,GRC,2014,8.90,7.33,7.53,10.86,0.00
Greece,GRC,2015,11.77,8.91,7.52,13.01,0.00
Greece,GRC,2016,10.18,9.47,7.22,13.23,0.00
Greece,GRC,2017,7.18,10.04,7.23,14.02,0.00
Greece,GRC,2018,10.78,11.83,7.12,13.46,0.00
Greece,GRC,2019,8.23,14.97,9.12,13.69,0.00
Greece,GRC,2020,6.94,19.33,9.24,16.71,14.48
Greece,GRC,2021,10.80,19.18,9.61,19.39,14.48
Hong Kong,HKG,1985,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1986,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1987,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1988,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1989,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1990,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1991,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1992,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1993,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1994,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1995,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1996,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1997,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1998,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,1999,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2000,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2001,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2002,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2003,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2004,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2005,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2006,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2007,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2008,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2009,0.00,0.00,0.00,0.00,0.00
Hong Kong,HKG,2010,0.00,0.00,0.00,0.04,0.00
Hong Kong,HKG,2011,0.00,0.00,0.00,0.04,0.00
Hong Kong,HKG,2012,0.00,0.00,0.00,0.04,0.00
Hong Kong,HKG,2013,0.00,0.00,0.00,0.04,0.00
Hong Kong,HKG,2014,0.00,0.00,0.00,0.05,0.00
Hong Kong,HKG,2015,0.00,0.00,0.00,0.06,0.00
Hong Kong,HKG,2016,0.00,0.00,0.00,0.07,0.00
Hong Kong,HKG,2017,0.00,0.00,0.03,0.06,0.00
Hong Kong,HKG,2018,0.00,0.00,0.03,0.06,0.00
Hong Kong,HKG,2019,0.00,0.00,0.06,0.07,0.00
Hong Kong,HKG,2020,0.00,0.00,0.06,0.10,0.00
Hong Kong,HKG,2021,0.00,0.00,0.06,0.11,0.00
Hungary,HUN,1985,0.58,0.00,0.00,0.14,0.00
Hungary,HUN,1986,0.55,0.00,0.00,0.14,0.00
Hungary,HUN,1987,0.57,0.00,0.00,0.14,0.00
Hungary,HUN,1988,0.58,0.00,0.00,0.15,0.00
Hungary,HUN,1989,0.53,0.00,0.00,0.14,0.00
Hungary,HUN,1990,0.63,0.00,0.00,0.18,0.00
Hungary,HUN,1991,0.63,0.00,0.00,0.22,0.00
Hungary,HUN,1992,0.51,0.00,0.00,0.21,0.00
Hungary,HUN,1993,0.52,0.00,0.00,0.22,0.00
Hungary,HUN,1994,0.48,0.00,0.00,0.22,0.00
Hungary,HUN,1995,0.47,0.00,0.00,0.23,0.00
Hungary,HUN,1996,0.60,0.00,0.00,0.26,0.00
Hungary,HUN,1997,0.62,0.00,0.00,0.28,0.00
Hungary,HUN,1998,0.43,0.00,0.00,0.22,0.00
Hungary,HUN,1999,0.48,0.00,0.00,0.26,0.00
Hungary,HUN,2000,0.51,0.00,0.00,0.26,0.00
Hungary,HUN,2001,0.52,0.00,0.00,0.27,0.00
Hungary,HUN,2002,0.53,0.00,0.00,0.25,0.00
Hungary,HUN,2003,0.50,0.00,0.00,0.36,0.00
Hungary,HUN,2004,0.59,0.03,0.00,1.01,0.00
Hungary,HUN,2005,0.56,0.03,0.00,1.91,0.00
Hungary,HUN,2006,0.53,0.11,0.00,1.54,0.00
Hungary,HUN,2007,0.53,0.28,0.00,1.96,0.00
Hungary,HUN,2008,0.52,0.50,0.00,2.49,0.00
Hungary,HUN,2009,0.64,0.92,0.00,3.31,0.00
Hungary,HUN,2010,0.51,1.42,0.00,3.36,0.00
Hungary,HUN,2011,0.61,1.75,0.00,3.07,0.00
Hungary,HUN,2012,0.61,2.22,0.03,3.19,0.00
Hungary,HUN,2013,0.69,2.38,0.07,3.55,0.00
Hungary,HUN,2014,1.02,2.25,0.24,4.01,0.00
Hungary,HUN,2015,0.76,2.28,0.46,3.89,0.00
Hungary,HUN,2016,0.82,2.14,0.75,3.83,0.00
Hungary,HUN,2017,0.67,2.32,1.07,3.86,0.00
Hungary,HUN,2018,0.69,1.91,1.97,4.13,0.00
Hungary,HUN,2019,0.64,2.14,4.39,4.95,0.00
Hungary,HUN,2020,0.69,1.87,7.07,5.82,0.00
Hungary,HUN,2021,0.58,1.84,10.57,6.82,0.00
Iceland,ISL,1985,95.45,0.00,0.00,61.47,57.92
Iceland,ISL,1986,94.68,0.00,0.00,62.15,57.92
Iceland,ISL,1987,94.27,0.00,0.00,61.63,57.92
Iceland,ISL,1988,94.29,0.00,0.00,62.11,57.92
Iceland,ISL,1989,94.15,0.00,0.00,60.84,57.92
Iceland,ISL,1990,93.13,0.00,0.00,60.33,57.92
Iceland,ISL,1991,93.54,0.00,0.00,61.55,57.92
Iceland,ISL,1992,94.73,0.00,0.00,61.00,57.92
Iceland,ISL,1993,94.50,0.00,0.00,61.06,57.92
Iceland,ISL,1994,94.55,0.00,0.00,61.05,57.92
Iceland,ISL,1995,93.98,0.00,0.00,61.59,57.92
Iceland,ISL,1996,93.16,0.00,0.00,59.82,57.92
Iceland,ISL,1997,93.20,0.00,0.00,62.26,57.92
Iceland,ISL,1998,89.63,0.00,0.00,64.60,57.92
Iceland,ISL,1999,84.14,0.00,0.00,67.37,57.92
Iceland,ISL,2000,82.81,0.00,0.00,67.81,57.92
Iceland,ISL,2001,81.94,0.00,0.00,69.64,57.92
Iceland,ISL,2002,82.90,0.00,0.00,69.76,57.92
Iceland,ISL,2003,83.31,0.00,0.00,69.68,57.92
Iceland,ISL,2004,82.81,0.00,0.00,68.90,57.92
Iceland,ISL,2005,80.88,0.00,0.00,68.65,57.92
Iceland,ISL,2006,73.49,0.00,0.00,70.92,57.92
Iceland,ISL,2007,70.09,0.00,0.00,74.30,72.40
Iceland,ISL,2008,75.47,0.00,0.00,81.15,72.40
Iceland,ISL,2009,72.96,0.00,0.00,82.50,72.40
Iceland,ISL,2010,73.80,0.00,0.00,83.08,72.40
Iceland,ISL,2011,72.69,0.00,0.00,83.27,72.40
Iceland,ISL,2012,70.31,0.00,0.00,83.54,72.40
Iceland,ISL,2013,71.01,0.00,0.00,83.09,72.40
Iceland,ISL,2014,71.03,0.06,0.00,82.75,72.40
Iceland,ISL,2015,73.34,0.05,0.00,81.80,72.40
Iceland,ISL,2016,72.61,0.05,0.00,79.91,72.40
Iceland,ISL,2017,73.08,0.05,0.00,78.82,72.40
Iceland,ISL,2018,69.68,0.00,0.00,77.97,72.40
Iceland,ISL,2019,69.06,0.05,0.00,80.10,72.40
Iceland,ISL,2020,68.79,0.05,0.00,86.84,72.40
Iceland,ISL,2021,70.46,0.03,0.00,86.87,72.40
India,IND,1985,27.80,0.00,0.00,9.67,0.00
India,IND,1986,25.94,0.00,0.00,9.17,0.00
India,IND,1987,21.89,0.00,0.00,8.03,0.00
India,IND,1988,22.63,0.00,0.00,8.23,0.00
India,IND,1989,23.26,0.00,0.00,8.74,0.00
India,IND,1990,23.07,0.01,0.00,8.54,0.00
India,IND,1991,23.07,0.04,0.00,9.03,0.00
India,IND,1992,20.78,0.03,0.00,8.14,0.00
India,IND,1993,19.53,0.03,0.00,8.04,0.00
India,IND,1994,20.68,0.05,0.00,8.67,0.00
India,IND,1995,17.77,0.12,0.00,7.69,0.00
India,IND,1996,15.58,0.20,0.00,6.79,0.00
India,IND,1997,14.97,0.21,0.00,6.57,0.00
India,IND,1998,16.56,0.21,0.00,7.38,0.00
India,IND,1999,15.03,0.26,0.00,7.12,0.00
India,IND,2000,13.47,0.28,0.00,6.38,0.00
India,IND,2001,12.29,0.36,0.00,5.99,0.00
India,IND,2002,11.24,0.34,0.00,5.73,0.00
India,IND,2003,10.86,0.41,0.00,5.62,0.00
India,IND,2004,14.41,0.75,0.00,7.46,0.00
India,IND,2005,13.83,0.85,0.00,6.89,0.00
India,IND,2006,15.13,1.25,0.00,7.71,0.00
India,IND,2007,15.40,1.47,0.01,7.86,0.00
India,IND,2008,13.90,1.74,0.01,7.26,0.00
India,IND,2009,12.09,1.85,0.01,6.47,0.00
India,IND,2010,11.60,2.08,0.01,6.58,0.00
India,IND,2011,12.74,2.32,0.08,7.50,0.00
India,IND,2012,10.60,2.51,0.19,6.73,0.00
India,IND,2013,11.52,2.62,0.30,7.33,0.00
India,IND,2014,11.01,2.65,0.39,7.34,0.00
India,IND,2015,10.08,2.48,0.50,7.18,0.00
India,IND,2016,9.16,3.10,0.82,7.01,0.00
India,IND,2017,9.23,3.58,1.46,7.51,0.00
India,IND,2018,8.85,3.82,2.30,7.91,0.00
India,IND,2019,9.99,3.90,2.85,8.85,0.00
India,IND,2020,10.48,3.87,3.76,9.73,0.00
India,IND,2021,9.36,3.97,3.99,9.31,0.00
Indonesia,IDN,1985,16.90,0.00,0.00,1.98,0.00
Indonesia,IDN,1986,24.19,0.00,0.00,2.99,0.00
Indonesia,IDN,1987,22.12,0.00,0.00,2.91,0.00
Indonesia,IDN,1988,20.29,0.00,0.00,3.03,0.00
Indonesia,IDN,1989,22.05,0.00,0.00,3.41,0.00
Indonesia,IDN,1990,19.61,0.00,0.00,3.73,0.00
Indonesia,IDN,1991,19.45,0.00,0.00,3.81,0.00
Indonesia,IDN,1992,23.94,0.00,0.00,4.41,0.00
Indonesia,IDN,1993,22.39,0.00,0.00,3.85,0.00
Indonesia,IDN,1994,17.38,0.00,0.00,3.52,0.00
Indonesia,IDN,1995,15.32,0.00,0.00,3.54,0.00
Indonesia,IDN,1996,14.99,0.00,0.00,3.51,0.00
Indonesia,IDN,1997,8.30,0.00,0.00,2.48,0.00
Indonesia,IDN,1998,13.51,0.00,0.00,4.01,0.00
Indonesia,IDN,1999,12.36,0.00,0.00,3.85,0.00
Indonesia,IDN,2000,10.22,0.00,0.00,3.73,0.00
Indonesia,IDN,2001,10.98,0.00,0.00,4.11,0.00
Indonesia,IDN,2002,8.79,0.00,0.00,3.68,0.00
Indonesia,IDN,2003,7.75,0.00,0.00,3.22,0.00
Indonesia,IDN,2004,7.75,0.00,0.00,3.43,0.00
Indonesia,IDN,2005,8.08,0.00,0.00,3.53,0.00
Indonesia,IDN,2006,6.97,0.00,0.00,3.22,0.00
Indonesia,IDN,2007,7.61,0.00,0.00,3.37,0.00
Indonesia,IDN,2008,7.40,0.00,0.00,3.59,0.00
Indonesia,IDN,2009,6.99,0.00,0.00,3.66,0.00
Indonesia,IDN,2010,9.84,0.00,0.00,4.33,0.00
Indonesia,IDN,2011,6.47,0.00,0.00,3.39,0.00
Indonesia,IDN,2012,6.13,0.00,0.00,3.47,0.00
Indonesia,IDN,2013,7.51,0.00,0.00,4.33,0.00
Indonesia,IDN,2014,6.38,0.00,0.00,4.48,0.00
Indonesia,IDN,2015,5.65,0.00,0.00,3.79,0.00
Indonesia,IDN,2016,7.25,0.00,0.01,5.48,0.00
Indonesia,IDN,2017,7.01,0.00,0.01,5.28,0.00
Indonesia,IDN,2018,7.63,0.07,0.03,7.39,0.00
Indonesia,IDN,2019,7.16,0.16,0.04,7.87,0.00
Indonesia,IDN,2020,8.34,0.16,0.06,9.86,0.00
Indonesia,IDN,2021,7.99,0.14,0.06,10.39,0.00
Iran,IRN,1985,15.16,0.00,0.00,2.71,0.00
Iran,IRN,1986,16.71,0.00,0.00,3.46,0.00
Iran,IRN,1987,17.35,0.00,0.00,3.57,0.00
Iran,IRN,1988,17.56,0.00,0.00,3.70,0.00
Iran,IRN,1989,13.09,0.00,0.00,2.76,0.00
Iran,IRN,1990,12.80,0.00,0.00,2.69,0.00
Iran,IRN,1991,8.93,0.00,0.00,1.88,0.00
Iran,IRN,1992,13.70,0.00,0.00,2.80,0.00
Iran,IRN,1993,14.10,0.00,0.00,3.46,0.00
Iran,IRN,1994,8.51,0.00,0.00,2.02,0.00
Iran,IRN,1995,9.87,0.00,0.00,2.33,0.00
Iran,IRN,1996,9.82,0.00,0.00,2.26,0.00
Iran,IRN,1997,6.13,0.00,0.00,1.48,0.00
Iran,IRN,1998,7.31,0.00,0.00,1.79,0.00
Iran,IRN,1999,4.67,0.03,0.00,1.15,0.00
Iran,IRN,2000,3.17,0.03,0.00,0.81,0.00
Iran,IRN,2001,3.23,0.02,0.00,0.82,0.00
Iran,IRN,2002,5.79,0.02,0.00,1.44,0.00
Iran,IRN,2003,6.32,0.02,0.00,1.68,0.00
Iran,IRN,2004,7.33,0.03,0.00,1.88,0.00
Iran,IRN,2005,8.16,0.04,0.00,2.14,0.00
Iran,IRN,2006,9.57,0.07,0.00,2.50,0.00
Iran,IRN,2007,8.84,0.07,0.00,2.27,0.00
Iran,IRN,2008,3.53,0.10,0.00,0.92,0.00
Iran,IRN,2009,3.03,0.10,0.00,0.81,0.00
Iran,IRN,2010,4.35,0.07,0.00,1.20,0.00
Iran,IRN,2011,4.53,0.09,0.00,1.19,0.00
Iran,IRN,2012,5.03,0.11,0.00,1.37,0.00
Iran,IRN,2013,5.65,0.09,0.00,1.53,0.00
Iran,IRN,2014,5.26,0.07,0.00,1.44,0.00
Iran,IRN,2015,4.73,0.05,0.00,1.31,0.00
Iran,IRN,2016,5.39,0.06,0.00,1.45,0.00
Iran,IRN,2017,5.65,0.10,0.03,1.56,0.00
Iran,IRN,2018,3.15,0.24,0.07,0.92,0.00
Iran,IRN,2019,10.62,0.23,0.16,2.84,0.00
Iran,IRN,2020,6.88,0.34,0.19,1.96,0.00
Iran,IRN,2021,4.16,0.32,0.19,1.29,0.00
Iraq,IRQ,1985,2.91,0.00,0.00,1.26,0.00
Iraq,IRQ,1986,2.69,0.00,0.00,1.08,0.00
Iraq,IRQ,1987,11.55,0.00,0.00,3.95,0.00
Iraq,IRQ,1988,11.09,0.00,0.00,3.41,0.00
Iraq,IRQ,1989,10.90,0.00,0.00,3.00,0.00
Iraq,IRQ,1990,16.39,0.00,0.00,5.78,0.00
Iraq,IRQ,1991,16.06,0.00,0.00,4.29,0.00
Iraq,IRQ,1992,23.82,0.00,0.00,6.58,0.00
Iraq,IRQ,1993,22.75,0.00,0.00,5.86,0.00
Iraq,IRQ,1994,23.43,0.00,0.00,5.24,0.00
Iraq,IRQ,1995,26.87,0.00,0.00,5.99,0.00
Iraq,IRQ,1996,24.98,0.00,0.00,5.45,0.00
Iraq,IRQ,1997,24.76,0.00,0.00,4.68,0.00
Iraq,IRQ,1998,23.17,0.00,0.00,5.87,0.00
Iraq,IRQ,1999,14.40,0.00,0.00,4.70,0.00
Iraq,IRQ,2000,2.03,0.00,0.00,2.93,0.00
Iraq,IRQ,2001,2.01,0.00,0.00,3.02,0.00
Iraq,IRQ,2002,1.60,0.00,0.00,3.89,0.00
Iraq,IRQ,2003,1.61,0.00,0.00,4.54,0.00
Iraq,IRQ,2004,1.61,0.00,0.00,5.08,0.00
Iraq,IRQ,2005,20.57,0.00,0.00,4.54,0.00
Iraq,IRQ,2006,18.81,0.00,0.00,4.74,0.00
Iraq,IRQ,2007,18.01,0.00,0.00,4.27,0.00
Iraq,IRQ,2008,9.91,0.00,0.00,2.38,0.00
Iraq,IRQ,2009,7.42,0.00,0.00,2.33,0.00
Iraq,IRQ,2010,10.21,0.00,0.00,2.64,0.00
Iraq,IRQ,2011,6.61,0.00,0.00,2.40,0.00
Iraq,IRQ,2012,10.00,0.00,0.00,2.82,0.00
Iraq,IRQ,2013,8.53,0.00,0.09,2.68,0.00
Iraq,IRQ,2014,4.54,0.00,0.09,1.74,0.00
Iraq,IRQ,2015,3.89,0.00,0.09,1.61,0.00
Iraq,IRQ,2016,4.43,0.00,0.08,1.84,0.00
Iraq,IRQ,2017,2.61,0.00,0.07,1.13,0.00
Iraq,IRQ,2018,2.17,0.00,0.46,0.91,0.00
Iraq,IRQ,2019,5.56,0.00,0.43,2.28,0.00
Iraq,IRQ,2020,5.36,0.00,0.41,1.65,0.00
Iraq,IRQ,2021,5.04,0.00,0.39,1.50,0.00
Ireland,IRL,1985,6.93,0.00,0.00,2.49,0.00
Ireland,IRL,1986,7.26,0.00,0.00,2.53,0.00
Ireland,IRL,1987,5.25,0.00,0.00,1.87,0.00
Ireland,IRL,1988,6.59,0.00,0.00,2.38,0.00
Ireland,IRL,1989,5.04,0.00,0.00,1.85,0.00
Ireland,IRL,1990,4.92,0.00,0.00,1.76,0.00
Ireland,IRL,1991,5.02,0.00,0.00,1.82,0.00
Ireland,IRL,1992,5.20,0.00,0.00,1.99,0.00
Ireland,IRL,1993,4.71,0.06,0.00,1.85,0.00
Ireland,IRL,1994,5.47,0.12,0.00,2.14,0.00
Ireland,IRL,1995,4.03,0.11,0.00,1.63,0.00
Ireland,IRL,1996,3.81,0.05,0.00,1.62,0.00
Ireland,IRL,1997,3.45,0.25,0.00,1.65,0.00
Ireland,IRL,1998,4.40,0.81,0.00,2.22,0.00
Ireland,IRL,1999,3.90,0.87,0.00,2.01,0.00
Ireland,IRL,2000,3.59,1.01,0.00,2.04,0.00
Ireland,IRL,2001,2.44,1.34,0.00,1.66,0.00
Ireland,IRL,2002,3.66,1.57,0.00,2.23,0.00
Ireland,IRL,2003,2.41,1.81,0.00,1.88,0.00
Ireland,IRL,2004,2.50,2.58,0.00,2.26,0.00
Ireland,IRL,2005,2.46,4.33,0.00,2.88,0.00
Ireland,IRL,2006,2.66,5.98,0.00,3.70,0.00
Ireland,IRL,2007,2.36,6.91,0.00,4.04,0.00
Ireland,IRL,2008,3.24,8.05,0.00,5.18,0.00
Ireland,IRL,2009,3.22,10.58,0.00,6.45,0.00
Ireland,IRL,2010,2.13,9.98,0.00,5.85,0.00
Ireland,IRL,2011,2.61,16.13,0.00,8.82,0.00
Ireland,IRL,2012,2.95,14.78,0.00,8.68,0.00
Ireland,IRL,2013,2.35,17.76,0.00,9.44,0.00
Ireland,IRL,2014,2.75,19.91,0.00,10.70,0.00
Ireland,IRL,2015,2.88,23.38,0.00,12.27,0.00
Ireland,IRL,2016,2.25,20.34,0.03,11.27,0.00
Ireland,IRL,2017,2.25,24.27,0.03,13.16,0.00
Ireland,IRL,2018,2.23,27.96,0.06,14.72,14.48
Ireland,IRL,2019,2.90,32.62,0.13,16.91,14.48
Ireland,IRL,2020,2.91,36.13,0.19,20.55,14.48
Ireland,IRL,2021,2.37,30.95,0.28,17.58,14.48
Israel,ISR,1985,0.01,0.00,0.00,0.01,0.00
Israel,ISR,1986,0.04,0.00,0.00,0.02,0.00
Israel,ISR,1987,0.06,0.00,0.00,0.03,0.00
Israel,ISR,1988,0.05,0.00,0.00,0.02,0.00
Israel,ISR,1989,0.01,0.00,0.00,0.01,0.00
Israel,ISR,1990,0.01,0.00,0.00,0.01,0.00
Israel,ISR,1991,0.03,0.00,0.00,0.01,0.00
Israel,ISR,1992,0.12,0.00,0.00,0.06,0.00
Israel,ISR,1993,0.10,0.00,0.00,0.05,0.00
Israel,ISR,1994,0.08,0.00,0.00,0.04,0.00
Israel,ISR,1995,0.08,0.00,0.00,0.04,0.00
Israel,ISR,1996,0.07,0.00,0.00,0.04,0.00
Israel,ISR,1997,0.07,0.00,0.00,0.03,0.00
Israel,ISR,1998,0.07,0.00,0.00,0.03,0.00
Israel,ISR,1999,0.08,0.00,0.00,0.04,0.00
Israel,ISR,2000,0.07,0.00,0.00,0.04,0.00
Israel,ISR,2001,0.02,0.02,0.00,0.03,0.00
Israel,ISR,2002,0.05,0.02,0.00,0.04,0.00
Israel,ISR,2003,0.07,0.02,0.00,0.05,0.00
Israel,ISR,2004,0.07,0.02,0.00,0.05,0.00
Israel,ISR,2005,0.07,0.02,0.00,0.05,0.00
Israel,ISR,2006,0.02,0.02,0.00,0.03,0.00
Israel,ISR,2007,0.02,0.02,0.00,0.03,0.00
Israel,ISR,2008,0.04,0.02,0.00,0.04,0.00
Israel,ISR,2009,0.04,0.02,0.04,0.11,0.00
Israel,ISR,2010,0.05,0.02,0.12,0.19,0.00
Israel,ISR,2011,0.05,0.02,0.32,0.32,0.00
Israel,ISR,2012,0.05,0.02,0.59,0.48,0.00
Israel,ISR,2013,0.05,0.02,0.80,0.59,0.00
Israel,ISR,2014,0.02,0.02,1.45,1.01,0.00
Israel,ISR,2015,0.03,0.02,1.74,1.30,0.00
Israel,ISR,2016,0.00,0.07,2.30,1.76,0.00
Israel,ISR,2017,0.00,0.27,2.23,1.72,0.00
Israel,ISR,2018,0.00,0.26,2.28,1.86,0.00
Israel,ISR,2019,0.00,0.26,3.64,2.92,0.00
Israel,ISR,2020,0.03,0.28,4.93,4.05,0.00
Israel,ISR,2021,0.03,0.26,6.35,5.13,0.00
Italy,ITA,1985,22.12,0.00,0.00,7.99,0.00
Italy,ITA,1986,21.37,0.00,0.00,7.83,0.00
Italy,ITA,1987,19.62,0.00,0.00,7.36,0.00
Italy,ITA,1988,19.98,0.00,0.00,7.40,0.00
Italy,ITA,1989,16.16,0.00,0.00,6.02,0.00
Italy,ITA,1990,14.84,0.00,0.00,5.54,0.00
Italy,ITA,1991,19.34,0.00,0.00,7.02,0.00
Italy,ITA,1992,18.98,0.00,0.00,7.08,0.00
Italy,ITA,1993,18.88,0.00,0.00,7.15,0.00
Italy,ITA,1994,19.55,0.00,0.00,7.65,0.00
Italy,ITA,1995,15.94,0.00,0.00,6.31,0.00
Italy,ITA,1996,17.59,0.01,0.00,7.04,0.00
Italy,ITA,1997,16.92,0.05,0.00,6.92,0.00
Italy,ITA,1998,16.30,0.09,0.01,6.81,0.00
Italy,ITA,1999,17.54,0.15,0.01,7.31,0.00
Italy,ITA,2000,16.42,0.21,0.01,7.16,0.00
Italy,ITA,2001,17.27,0.44,0.01,7.61,0.00
Italy,ITA,2002,14.28,0.51,0.01,6.78,0.00
Italy,ITA,2003,12.85,0.51,0.01,6.34,0.00
Italy,ITA,2004,14.36,0.63,0.01,7.22,0.00
Italy,ITA,2005,12.20,0.79,0.01,6.43,0.00
Italy,ITA,2006,12.06,0.97,0.01,6.73,0.00
Italy,ITA,2007,10.68,1.31,0.01,6.43,0.00
Italy,ITA,2008,13.32,1.56,0.06,8.20,0.00
Italy,ITA,2009,17.09,2.27,0.24,10.59,0.00
Italy,ITA,2010,17.16,3.06,0.64,11.43,0.00
Italy,ITA,2011,15.29,3.29,3.60,12.44,0.00
Italy,ITA,2012,14.12,4.52,6.36,14.17,0.00
Italy,ITA,2013,18.38,5.19,7.52,17.61,14.48
Italy,ITA,2014,21.10,5.47,8.04,19.74,14.48
Italy,ITA,2015,16.21,5.28,8.17,17.33,14.48
Italy,ITA,2016,14.77,6.16,7.70,17.01,14.48
Italy,ITA,2017,12.34,6.05,8.31,16.15,14.48
Italy,ITA,2018,16.98,6.17,7.88,17.73,14.48
Italy,ITA,2019,15.90,6.93,8.13,17.94,14.48
Italy,ITA,2020,17.10,6.75,8.97,19.72,14.48
Italy,ITA,2021,15.85,7.31,8.74,18.36,14.48
Japan,JPN,1985,12.33,0.00,0.00,6.36,0.00
Japan,JPN,1986,11.95,0.00,0.00,6.30,0.00
Japan,JPN,1987,10.40,0.00,0.00,5.85,0.00
Japan,JPN,1988,11.98,0.00,0.00,6.52,0.00
Japan,JPN,1989,11.47,0.00,0.00,6.46,0.00
Japan,JPN,1990,9.86,0.00,0.00,5.61,0.00
Japan,JPN,1991,10.36,0.00,0.00,5.92,0.00
Japan,JPN,1992,8.73,0.00,0.00,5.08,0.00
Japan,JPN,1993,10.00,0.00,0.00,5.67,0.00
Japan,JPN,1994,6.55,0.00,0.00,4.10,0.00
Japan,JPN,1995,7.79,0.00,0.00,4.65,0.00
Japan,JPN,1996,7.49,0.00,0.01,4.53,0.00
Japan,JPN,1997,8.19,0.00,0.01,4.95,0.00
Japan,JPN,1998,8.41,0.00,0.01,5.17,0.00
Japan,JPN,1999,7.76,0.00,0.02,4.86,0.00
Japan,JPN,2000,8.74,0.01,0.04,4.83,0.00
Japan,JPN,2001,8.59,0.03,0.05,4.72,0.00
Japan,JPN,2002,8.27,0.04,0.07,4.70,0.00
